Wall time,Step,Value
1751711293.7296994,15360,-3.0320053100585938
1751711478.5471854,48640,1.8635400533676147
1751711562.3552299,64000,0.6480623483657837
1751711778.380223,104960,1.0787458419799805
1751711809.053209,110080,0.6129509806632996
1751711853.3078578,117760,1.2587624788284302
1751711882.7463903,122880,1.3679395914077759
1751711980.2322767,138240,2.552809238433838
1751712021.1937747,145920,2.7427995204925537
1751712238.5424657,184320,3.3908095359802246
1751712278.2615,192000,3.256420135498047
1751712551.674093,243200,3.332954168319702
1751712661.6356936,263680,3.9875690937042236
1751712702.2360573,271360,3.686509609222412
1751712715.970583,273920,3.9514589309692383
1751712809.5929687,291840,4.1071977615356445
1751712997.0534763,325120,3.4547171592712402
1751713177.8102822,358400,2.802980899810791
1751713334.917714,386560,2.921806812286377
1751713412.206134,399360,3.3182168006896973
1751713451.9155447,407040,2.2394790649414062
1751713574.1668172,430080,2.5723068714141846
1751713588.1137784,432640,2.5723068714141846
1751713723.6518857,458240,3.7048327922821045
1751713789.230967,471040,4.445465087890625
1751713816.0233328,476160,4.113095283508301
1751713829.943225,478720,5.107875823974609
1751713887.4742799,488960,5.498352527618408
1751714006.4810236,509440,5.573940277099609
1751714120.3515248,529920,5.506046772003174
1751714132.3194885,532480,5.506046772003174
1751714194.288191,545280,5.022058010101318
1751714360.0494616,573440,3.940199375152588
1751714452.3555274,588800,1.9569870233535767
1751714521.4949706,601600,1.573896050453186
1751714566.8715937,609280,1.9318726062774658
1751714734.8906004,640000,3.731229066848755
1751714822.311408,655360,5.213619232177734
1751714888.323824,668160,5.420442581176758
1751714987.0952728,686080,6.076633453369141
1751715036.4306338,696320,5.961203098297119
1751715064.4381018,701440,5.413556098937988
1751715312.7446473,750080,4.155750274658203
1751715383.6433036,762880,3.1254754066467285
1751715397.9547768,765440,3.2243499755859375
1751715465.0101376,778240,2.494265079498291
1751715533.8093944,791040,3.2332565784454346
1751715561.0904305,796160,3.9207262992858887
1751715671.553804,816640,5.539743423461914
1751715686.3895702,819200,5.8502726554870605
1751715781.6370456,837120,6.932648181915283
1751715832.7749765,847360,7.641948223114014
1751715971.7291138,870400,8.375316619873047
1751716078.6067588,890880,8.319576263427734
1751716290.1864967,931840,6.219980239868164
1751716350.4595184,942080,7.478916168212891
1751716486.8316782,967680,7.11090087890625
1751716519.7350779,972800,6.983790874481201
1751717135.175668,1080320,6.0923590660095215
1751717150.5050256,1082880,6.207612991333008
1751717258.2846882,1103360,7.348494529724121
1751717388.0277698,1126400,6.996436595916748
1751717418.661,1131520,7.303301811218262
1751717434.4650474,1134080,7.715185642242432
1751717472.4945738,1141760,7.865408420562744
1751717547.7022846,1157120,8.21352767944336
1751717672.0223098,1180160,9.048510551452637
1751717713.9864957,1187840,9.203598976135254
1751717726.406633,1190400,9.157513618469238
1751717854.1568131,1216000,9.127549171447754
1751718112.5910327,1259520,9.258213996887207
1751718143.23807,1264640,9.63502311706543
1751718358.8664298,1300480,8.993197441101074
1751718430.067909,1313280,8.19666862487793
1751718461.222799,1318400,7.730989456176758
1751718508.8467195,1326080,6.927559852600098
1751718623.5834472,1346560,6.286046028137207
1751718714.9067676,1361920,7.585504531860352
1751718740.2623835,1367040,8.558562278747559
1751718784.0560827,1374720,8.471293449401855
1751718873.4404652,1390080,8.818780899047852
1751718940.5918636,1402880,8.406639099121094
1751719072.7817245,1428480,8.393688201904297
1751719160.702942,1443840,9.759757995605469
1751719252.358507,1459200,8.655482292175293
1751719307.9722967,1469440,9.723970413208008
1751719389.972447,1484800,9.7850980758667
1751719416.4982333,1489920,9.224634170532227
1751719456.8605213,1497600,9.92251205444336
1751719485.681846,1502720,9.188982963562012
1751719500.2768793,1505280,9.020309448242188
1751719572.7864363,1518080,8.618195533752441
1751719586.030447,1520640,8.59614372253418
1751719717.3279295,1543680,8.90064525604248
1751719812.6437793,1559040,9.066975593566895
1751719839.1675928,1564160,9.211687088012695
1751719915.834806,1576960,9.325735092163086
1751719981.8073215,1589760,9.453102111816406
1751720008.5993574,1594880,9.69195556640625
1751720175.0570602,1625600,9.418425559997559
1751720275.773423,1643520,9.655410766601562
1751720288.3883617,1646080,9.888967514038086
1751720320.4869916,1651200,9.438582420349121
1751720353.572692,1656320,9.156940460205078
1751720370.20686,1658880,8.37934398651123
1751720403.4720268,1664000,8.5120210647583
1751720569.9165335,1694720,7.1677985191345215
1751720612.6770792,1702400,7.491134166717529
1751720672.1218855,1712640,8.258835792541504
1751720709.959324,1720320,8.543620109558105
1751720752.2202475,1728000,8.516565322875977
1751720810.09863,1738240,9.075150489807129
1751720822.5546472,1740800,8.790658950805664
1751720877.4036546,1751040,8.271689414978027
1751720947.469858,1763840,8.462642669677734
1751721109.9061449,1792000,8.84242057800293
1751721173.3249788,1802240,7.1424384117126465
1751721216.2714324,1809920,7.955860137939453
1751721331.3360634,1830400,7.243955612182617
1751721395.837966,1840640,7.345307350158691
1751721441.9304285,1848320,7.675835132598877
1751721459.790432,1850880,8.182099342346191
1751721475.6837516,1853440,7.856887340545654
1751721585.1765747,1871360,9.13720703125
1751721673.9135764,1886720,8.044169425964355
1751721705.1854086,1891840,8.034213066101074
1751721720.1859405,1894400,8.27305793762207
1751721782.1968236,1904640,7.152445316314697
1751721836.7958643,1914880,6.943995475769043
1751721893.3935666,1925120,7.559230804443359
1751721905.9950707,1927680,7.52580451965332
1751721963.2514465,1937920,9.025618553161621
1751722097.4840605,1960960,9.130593299865723
1751722156.8757107,1971200,9.923301696777344
1751722172.1492424,1973760,9.78154182434082
1751722185.6710956,1976320,8.787008285522461
1751722214.9177992,1981440,8.776007652282715
1751722229.9189944,1984000,8.98496150970459
1751722323.7037568,1999360,8.479022026062012
1751722388.0257628,2009600,7.55817985534668
1751722402.7427433,2012160,7.315731525421143
1751722434.6380296,2017280,7.646058082580566
1751722466.681671,2022400,7.85324239730835
1751722515.3342855,2030080,7.19957160949707
1751722531.1632748,2032640,7.19957160949707
1751722547.3143222,2035200,7.659251689910889
1751722610.627435,2045440,7.626556396484375
1751722666.416317,2055680,8.474458694458008
1751722748.5572565,2068480,7.989217758178711
1751722765.0231688,2071040,8.180570602416992
1751722781.9171846,2073600,8.362598419189453
1751723099.5499814,2132480,7.845268249511719
1751723154.4855964,2142720,8.069916725158691
1751723181.47327,2147840,8.164384841918945
1751723246.5142078,2160640,6.2627763748168945
1751723582.37769,2222080,6.829598903656006
1751723609.2254932,2227200,6.116778373718262
1751723673.5893216,2240000,5.884298324584961
1751723700.599868,2245120,5.78955602645874
1751723758.8817255,2255360,5.433274269104004
1751723787.4903908,2260480,5.97554874420166
1751723908.7979522,2280960,6.485070705413818
1751723997.35019,2296320,7.237099647521973
1751724058.378196,2306560,6.2971906661987305
1751724165.6715686,2324480,6.473697185516357
1751724196.4939525,2329600,5.750464916229248
1751724273.7001894,2344960,6.27347469329834
1751724300.0979965,2350080,4.840155601501465
1751724338.436876,2357760,5.8047332763671875
1751724378.5831592,2365440,6.031861305236816
1751724484.800923,2385920,6.784894943237305
1751724498.9308336,2388480,6.96756649017334
1751724538.8234305,2396160,6.7898712158203125
1751724644.8919237,2414080,5.526170253753662
1751724691.1084623,2421760,6.416196823120117
1751724824.5327811,2444800,8.180781364440918
1751724887.4981291,2455040,8.05844783782959
1751724929.711813,2462720,7.872951030731201
1751724941.9055667,2465280,7.977932453155518
1751725082.94959,2488320,8.550946235656738
1751725097.2218711,2490880,8.491955757141113
1751725150.121874,2501120,8.69683837890625
1751725182.3678107,2506240,8.64094066619873
1751725199.2058358,2508800,8.998754501342773
1751725254.9748185,2519040,8.919161796569824
1751725266.913065,2521600,8.899601936340332
1751725303.094374,2529280,8.43155288696289
1751725314.7916028,2531840,8.794132232666016
1751725416.1878273,2552320,9.183571815490723
1751725473.9862118,2562560,9.207928657531738
1751725504.2180514,2567680,9.67257022857666
1751725532.3266969,2572800,9.984535217285156
1751725545.6633132,2575360,10.028489112854004
1751725667.8777778,2598400,9.356439590454102
1751725708.7276914,2606080,7.935061454772949
1751725823.3227305,2626560,7.1120123863220215
1751725849.342659,2631680,7.236670970916748
1751725922.634115,2644480,6.659246444702148
1751725992.3904948,2657280,5.383342742919922
1751726095.3733218,2675200,5.354982852935791
1751726282.4376123,2708480,7.801931858062744
1751726361.9986937,2723840,9.263888359069824
1751726409.2855256,2731520,8.014466285705566
1751726439.9575973,2736640,8.28350830078125
1751726502.350678,2746880,8.105874061584473
1751726560.854094,2757120,7.484703063964844
1751726592.8033123,2762240,7.596262454986572
1751726667.7338219,2775040,8.381735801696777
1751726680.2490466,2777600,8.384798049926758
1751726804.3228378,2800640,7.96352481842041
1751726885.0919616,2816000,7.572794437408447
1751726935.577538,2826240,7.274814128875732
1751726950.272445,2828800,7.274814128875732
1751727098.30781,2854400,7.866156101226807
1751727172.0493405,2867200,9.218338966369629
1751727363.3248844,2903040,9.18010425567627
1751727389.8950305,2908160,8.646174430847168
1751727672.4368715,2959360,6.920104503631592
1751727684.8506799,2961920,6.920104503631592
1751727736.0323691,2972160,7.274451732635498
1751727751.1508157,2974720,7.420060634613037
1751727767.70294,2977280,6.543449878692627
1751728020.5226753,3023360,7.272148132324219
1751728095.2779636,3036160,7.420380115509033
1751728183.1891456,3054080,7.939741611480713
1751728195.3275726,3056640,7.985363483428955
1751728270.751417,3072000,8.693558692932129
1751728296.4620242,3077120,7.592374324798584
1751728361.092267,3089920,8.74450969696045
1751728388.9586542,3095040,8.58858871459961
1751728715.9570303,3156480,7.894057750701904
1751728740.7656293,3161600,7.4766740798950195
1751728765.7698822,3166720,7.900365352630615
1751728883.4218442,3187200,7.985114097595215
1751728928.8950312,3194880,8.031723976135254
1751729044.4411154,3215360,7.437010288238525
1751729085.9921575,3223040,8.283329010009766
1751729126.3141758,3230720,6.713855266571045
1751729307.283333,3264000,6.703315258026123
1751729397.8918371,3281920,7.144704341888428
1751729480.1393776,3297280,8.232902526855469
1751729560.578236,3312640,8.237753868103027
1751729573.7549114,3315200,8.194607734680176
1751729661.107007,3330560,7.195545673370361
1751729799.3220203,3356160,5.551407814025879
1751729875.4984732,3368960,7.1055426597595215
1751729889.5214865,3371520,7.043412685394287
1751729933.2955344,3379200,6.982109546661377
1751730011.2631662,3394560,7.793287754058838
1751730043.1491907,3399680,7.5502610206604
1751730091.5137503,3407360,6.659745216369629
1751730133.357611,3415040,6.288787364959717
1751730174.6216142,3422720,6.919674396514893
1751730187.587977,3425280,6.517963409423828
1751730431.3539762,3471360,7.579339027404785
1751730640.848031,3509760,7.944830417633057
1751730851.9498825,3548160,8.754526138305664
1751730900.189304,3555840,7.854297161102295
1751730915.67875,3558400,7.7929887771606445
1751730941.4209003,3563520,7.811188220977783
1751730953.8916276,3566080,8.053914070129395
1751731247.9588058,3619840,8.006529808044434
1751731263.7791123,3622400,7.935866355895996
1751731345.6237059,3635200,7.215445518493652
1751731387.3870704,3642880,7.391462326049805
1751731443.6835163,3653120,6.583827018737793
1751731468.6414835,3658240,6.669137954711914
1751731520.8762755,3668480,6.53912878036499
1751731575.0137272,3678720,6.91632604598999
1751731635.5863836,3688960,6.741354465484619
1751732013.2706769,3752960,7.361086845397949
1751732028.823506,3755520,7.2601799964904785
1751732203.5252304,3783680,7.82639741897583
1751732309.281742,3804160,7.836942195892334
1751732321.5667894,3806720,7.2920708656311035
1751732360.9024851,3814400,6.689011573791504
1751732386.814812,3819520,6.785074234008789
1751732398.8812823,3822080,7.04523229598999
1751732529.1486456,3845120,7.252987384796143
1751732629.5190105,3863040,7.44211483001709
1751732825.4569268,3901440,6.328733444213867
1751732837.860286,3904000,6.4896626472473145
1751732880.5842917,3911680,7.801867961883545
1751733128.491232,3960320,7.486352443695068
1751733193.5787313,3973120,7.935549259185791
1751733210.3289683,3975680,7.082708835601807
1751733241.9076397,3980800,7.031280517578125
1751733330.1598814,3998720,7.315737724304199
1751733422.750155,4016640,7.825007915496826
1751733439.0582912,4019200,8.269838333129883
1751733569.9450693,4042240,8.013531684875488
1751733625.4554286,4052480,7.026427745819092
1751733652.3343956,4057600,8.077747344970703
1751733703.1789582,4067840,7.758761882781982
1751733823.037438,4090880,8.77534008026123
1751733926.6290653,4108800,7.549019813537598
1751733940.1271899,4111360,7.374654769897461
1751734006.381613,4124160,8.471220016479492
1751734113.4033973,4144640,9.69294548034668
1751734224.698598,4167680,8.905440330505371
1751734236.5858874,4170240,9.297751426696777
1751734283.9908674,4180480,7.166259765625
1751734347.0539842,4193280,6.6831583976745605
1751734388.1249833,4200960,6.828808784484863
1751734416.2467775,4206080,6.660250663757324
1751734455.5903919,4213760,7.152703762054443
1751734497.154653,4221440,6.822709560394287
1751734556.5461903,4231680,7.924446105957031
1751734679.2575111,4252160,8.3724365234375
1751734797.2907584,4272640,7.769240856170654
1751734853.2227407,4282880,7.29133415222168
1751734901.6262364,4290560,6.237267971038818
1751734916.63322,4293120,6.39574670791626
1751734994.2056863,4308480,4.564511299133301
1751735006.1375911,4311040,5.334410667419434
1751735104.6381354,4331520,4.640243053436279
1751735155.2581987,4341760,4.506038188934326
1751735167.8117669,4344320,4.566164970397949
1751735179.9659028,4346880,4.71824836730957
1751735208.837791,4352000,3.214547872543335
1751735246.2144744,4359680,3.3991947174072266
1751735349.8501751,4377600,4.722578525543213
1751735487.6343417,4400640,7.0055060386657715
1751735500.3510091,4403200,7.448299884796143
1751735623.3202016,4426240,8.533090591430664
1751735683.541401,4436480,9.952686309814453
1751735714.2081497,4441600,9.385626792907715
1751735762.726758,4449280,9.235210418701172
1751735833.8026383,4462080,8.793087005615234
1751735845.8228521,4464640,8.437078475952148
1751735871.9769104,4469760,8.500811576843262
1751735885.1853144,4472320,8.53931713104248
1751735899.3460424,4474880,8.153386116027832
1751735965.3175223,4487680,7.8183674812316895
1751736164.0372643,4523520,7.0247673988342285
1751736300.4638886,4546560,6.763520240783691
1751736384.014487,4561920,7.196963310241699
1751736484.324871,4579840,7.432041168212891
1751736499.5064907,4582400,7.673745155334473
1751736626.5326505,4605440,6.929300308227539
1751736719.782928,4623360,6.1903181076049805
1751736876.9977942,4654080,6.8170695304870605
1751736985.7434716,4672000,7.444583415985107
1751737012.2084208,4677120,8.326460838317871
1751737070.6321754,4687360,8.489895820617676
1751737220.9719813,4712960,8.692877769470215
1751737236.2188962,4715520,8.264673233032227
1751737279.4502287,4723200,8.882452964782715
